"FishID","TagID","travel_time","Release_Group_SAIL","Year","Route","TagType","tt.grp","SD","rel","end","PDO"
"41.YBUS",36482,9.56608796296296,"Middle Sacramento River",2016,"SacR","Vemco","Chips",17584.2757852031,2016-02-21,2016-03-01,1.42
"410.YBUS",39343,6.13508101851852,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",13834.1877105176,2016-03-06,2016-03-12,1.55
"411.YBUS",39349,3.69304398148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",21404.8948537328,2016-03-06,2016-03-24,1.55
"412.YBUS",39351,3.57533564814815,"Middle Sacramento River",2016,"SacR","Vemco","Chips",29456.2692602444,2016-03-06,2016-03-10,1.55
"413.YBUS",39354,13.4245717592593,"Middle Sacramento River",2016,"SacR","Vemco","Chips",3943.93580593882,2016-03-06,2016-03-20,1.55
"414.YBUS",39357,3.56612268518519,"Middle Sacramento River",2016,"SacR","Vemco","Chips",29099.6464372219,2016-03-06,2016-03-10,1.55
"415.YBUS",39361,10.3387384259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",9524.9066514061,2016-03-06,2016-03-16,1.55
"416.YBUS",39362,4.18024305555556,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",25393.9198621208,2016-03-06,2016-03-10,1.55
"417.YBUS",39365,8.02042824074074,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",18254.1858741256,2016-03-06,2016-03-14,1.55
"418.YBUS",39366,4.32,"Middle Sacramento River",2016,"SacR","Vemco","Chips",25695.6712583884,2016-03-06,2016-03-10,1.55
"419.YBUS",39368,17.0133564814815,"Middle Sacramento River",2016,"SacR","Vemco","Chips",9465.04465371905,2016-03-06,2016-03-23,1.55
"42.MJ",5800,19.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",232431.658894889,2013-03-06,2013-03-25,-1.48
"42.YBUS",36486,9.49616898148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",13599.7900208675,2016-02-21,2016-03-01,1.42
"420.YBUS",39372,3.63137731481481,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",26424.5554527804,2016-03-06,2016-03-10,1.55
"421.YBUS",39377,4.43259259259259,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",22364.9178529756,2016-03-06,2016-03-10,1.55
"422.YBUS",39384,5.44642361111111,"Middle Sacramento River",2016,"SacR","Vemco","Chips",22763.2903089875,2016-03-06,2016-03-11,1.55
"423.YBUS",39386,4.92375,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",25786.9250015672,2016-03-06,2016-03-11,1.55
"424.YBUS",39389,4.02576388888889,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24825.444651415,2016-03-06,2016-03-10,1.55
"425.YBUS",39390,4.38711805555556,"Middle Sacramento River",2016,"SacR","Vemco","Chips",18747.3502301745,2016-03-06,2016-03-10,1.55
"426.YBUS",39401,8.56349537037037,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",23640.6205783657,2016-03-06,2016-03-14,1.55
"427.YBUS",39402,4.92927083333333,"Middle Sacramento River",2016,"SacR","Vemco","Chips",25734.0525226081,2016-03-06,2016-03-11,1.55
"428.YBUS",39403,3.91891203703704,"Middle Sacramento River",2016,"SacR","Vemco","Chips",25077.0968293424,2016-03-06,2016-03-10,1.55
"429.YBUS",39406,6.40275462962963,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",23647.5405873467,2016-03-06,2016-03-12,1.55
"43.MJ",5808,21.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",95311.0482179425,2013-03-06,2013-03-27,-1.48
"43.YBUS",36490,2.65581018518519,"Middle Sacramento River",2016,"SacR","Vemco","Chips",15236.8246293698,2016-03-16,2016-03-18,1.55
"430.YBUS",39407,5.98799768518519,"Middle Sacramento River",2016,"SacR","Vemco","Chips",27364.9025754468,2016-03-06,2016-03-12,1.55
"431.YBUS",39409,4.11121527777778,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",22305.0293390852,2016-03-06,2016-03-10,1.55
"432.YBUS",39411,8.81797453703704,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",12104.4408367334,2016-03-06,2016-03-14,1.55
"433.YBUS",39413,4.1333912037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",25793.1070919605,2016-03-06,2016-03-10,1.55
"434.YBUS",39417,13.4121875,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",11196.2683402865,2016-03-06,2016-03-19,1.55
"435.YBUS",39419,4.37278935185185,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",23022.1693738632,2016-03-06,2016-03-10,1.55
"436.YBUS",39420,7.46268518518518,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",27432.9553857544,2016-03-06,2016-03-13,1.55
"437.YBUS",39427,7.18037037037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24971.4959691267,2016-03-06,2016-03-13,1.55
"438.YBUS",39428,6.72428240740741,"Middle Sacramento River",2016,"SacR","Vemco","Chips",15966.0034186264,2016-03-06,2016-03-12,1.55
"439.YBUS",39431,10.9122569444444,"Middle Sacramento River",2016,"SacR","Vemco","Chips",4782.10122147618,2016-03-06,2016-03-17,1.55
"44.MJ",5809,16.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",50650.4646815578,2013-03-06,2013-03-22,-1.48
"44.YBUS",36491,8.38634259259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",8520.01975614646,2016-02-21,2016-02-29,1.29
"440.YBUS",39432,6.16065972222222,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",13529.9915741817,2016-03-06,2016-03-12,1.55
"441.YBUS",39433,4.64040509259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24188.9311562426,2016-03-06,2016-03-10,1.55
"442.YBUS",39434,14.4872222222222,"Middle Sacramento River",2016,"SacR","Vemco","Chips",9082.99167022032,2016-03-06,2016-03-20,1.55
"443.YBUS",39436,6.92251157407407,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",24138.0430635311,2016-03-06,2016-03-13,1.55
"444.YBUS",39437,5.68623842592593,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",21283.1652253197,2016-03-06,2016-03-11,1.55
"445.YBUS",39444,3.97087962962963,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",33192.3247849234,2016-03-11,2016-03-14,1.55
"446.YBUS",39447,6.24887731481481,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",24377.6564190277,2016-03-11,2016-03-17,1.55
"447.YBUS",39449,3.67408564814815,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",30985.5250972633,2016-03-11,2016-03-14,1.55
"448.YBUS",39452,3.76226851851852,"Middle Sacramento River",2016,"SacR","Vemco","Chips",34381.0219401033,2016-03-11,2016-03-14,1.55
"449.YBUS",39456,3.64739583333333,"Middle Sacramento River",2016,"SacR","Vemco","Chips",18856.6499876456,2016-03-11,2016-03-14,1.55
"45.MJ",5811,9.39583333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",65762.4144658798,2013-03-06,2013-03-15,-1.48
"45.YBUS",36493,3.50200231481481,"Tidal Delta",2016,"Yolo","Vemco","Chips",31730.8708953013,2016-03-16,2016-03-20,1.55
"450.YBUS",39461,6.97030092592593,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",26039.8109336631,2016-03-11,2016-03-18,1.55
"451.YBUS",39462,3.62766203703704,"Middle Sacramento River",2016,"SacR","Vemco","Chips",28579.4150843012,2016-03-11,2016-03-14,1.55
"452.YBUS",39465,5.79833333333333,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",22809.2039360193,2016-03-11,2016-03-16,1.55
"453.YBUS",39466,6.8846875,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",23620.9864604616,2016-03-11,2016-03-18,1.55
"454.YBUS",39467,3.0496875,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24350.1643895499,2016-03-11,2016-03-14,1.55
"455.YBUS",39468,3.51953703703704,"Middle Sacramento River",2016,"SacR","Vemco","Chips",26739.9598855361,2016-03-11,2016-03-14,1.55
"456.YBUS",39471,3.61934027777778,"Middle Sacramento River",2016,"SacR","Vemco","Chips",9216.5867451404,2016-03-11,2016-03-14,1.55
"457.YBUS",39473,7.30435185185185,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",26359.1883541057,2016-03-11,2016-03-18,1.55
"458.YBUS",39474,4.57395833333333,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",24724.4129002019,2016-03-11,2016-03-15,1.55
"459.YBUS",39475,3.43947916666667,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",28077.0355249289,2016-03-11,2016-03-14,1.55
"46.MJ",5814,20.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",622244.009326527,2013-03-06,2013-03-26,-1.48
"46.YBUS",36497,7.61746527777778,"Middle Sacramento River",2016,"SacR","Vemco","Chips",14007.1271989038,2016-02-21,2016-02-28,1.29
"460.YBUS",39477,3.05085648148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",31932.2919533043,2016-03-11,2016-03-14,1.55
"461.YBUS",39478,3.5928587962963,"Middle Sacramento River",2016,"SacR","Vemco","Chips",18349.967013599,2016-03-11,2016-03-14,1.55
"462.YBUS",39479,3.20440972222222,"Tidal Delta",2016,"Yolo","Vemco","Chips",13578.1539394319,2016-03-11,2016-03-14,1.55
"463.YBUS",39481,4.29508101851852,"Tidal Delta",2016,"Yolo","Vemco","Chips",11896.3380660485,2016-03-11,2016-03-15,1.55
"464.YBUS",39482,3.37741898148148,"Tidal Delta",2016,"Yolo","Vemco","Chips",16585.6541748668,2016-03-11,2016-03-14,1.55
"465.YBUS",39483,5.47680555555556,"Tidal Delta",2016,"Yolo","Vemco","Chips",13863.3938712549,2016-03-11,2016-03-17,1.55
"466.YBUS",39484,4.86961805555556,"Middle Sacramento River",2016,"SacR","Vemco","Chips",31624.84962476,2016-03-11,2016-03-15,1.55
"467.YBUS",39487,3.44876157407407,"Middle Sacramento River",2016,"SacR","Vemco","Chips",29224.1065706343,2016-03-11,2016-03-14,1.55
"468.YBUS",39488,4.35175925925926,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",30056.9103678235,2016-03-11,2016-03-15,1.55
"469.YBUS",39491,4.99236111111111,"Middle Sacramento River",2016,"SacR","Vemco","Chips",28356.0128351865,2016-03-11,2016-03-15,1.55
"47.MJ",5815,17.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",91649.9310747087,2013-03-06,2013-03-23,-1.48
"47.YBUS",36500,1.87460648148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",32044.7302782623,2016-03-18,2016-03-20,1.55
"470.YBUS",39492,3.3230787037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",29675.8600695105,2016-03-11,2016-03-14,1.55
"471.YBUS",39493,2.95756944444444,"Middle Sacramento River",2016,"SacR","Vemco","Chips",12046.5436955721,2016-03-11,2016-03-13,1.55
"472.YBUS",39494,3.83822916666667,"Middle Sacramento River",2016,"SacR","Vemco","Chips",35703.4760440585,2016-03-11,2016-03-14,1.55
"473.YBUS",39495,3.84023148148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24757.5714966112,2016-03-11,2016-03-14,1.55
"474.YBUS",39497,3.7990162037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",26484.1724165195,2016-03-11,2016-03-14,1.55
"475.YBUS",39499,6.30421296296296,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",30494.0514254795,2016-03-11,2016-03-17,1.55
"476.YBUS",39501,3.77957175925926,"Middle Sacramento River",2016,"SacR","Vemco","Chips",29533.5160684629,2016-03-11,2016-03-14,1.55
"477.YBUS",39502,3.60894675925926,"Middle Sacramento River",2016,"SacR","Vemco","Chips",17004.4197342293,2016-03-11,2016-03-14,1.55
"478.YBUS",39503,5.3555787037037,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",20775.2970500625,2016-03-11,2016-03-16,1.55
"479.YBUS",39504,5.24502314814815,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",28584.3741554723,2016-03-11,2016-03-16,1.55
"48.MJ",5824,12.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",38673.5902853068,2013-03-06,2013-03-19,-1.48
"48.YBUS",36503,7.64637731481481,"Middle Sacramento River",2016,"SacR","Vemco","Chips",13257.6911637926,2016-02-21,2016-02-28,1.29
"480.YBUS",39508,3.12321759259259,"Tidal Delta",2016,"Yolo","Vemco","Chips",31815.7459570116,2016-03-11,2016-03-14,1.55
"481.YBUS",39521,4.94096064814815,"Tidal Delta",2016,"Yolo","Vemco","Chips",32164.3185282093,2016-03-12,2016-03-16,1.55
"482.YBUS",39522,10.1288194444444,"Tidal Delta",2016,"Yolo","Vemco","Chips",7240.91591949176,2016-03-12,2016-03-22,1.55
"483.YBUS",39524,3.76091435185185,"Tidal Delta",2016,"Yolo","Vemco","Chips",10791.9074022237,2016-03-12,2016-03-15,1.55
"484.YBUS",39525,6.53663194444444,"Tidal Delta",2016,"Yolo","Vemco","Chips",10171.2407005517,2016-03-12,2016-03-18,1.55
"485.YBUS",39526,4.5774537037037,"Middle Sacramento River",2016,"Yolo","Vemco","Chips",20563.2703062148,2016-03-16,2016-03-20,1.55
"486.YBUS",39531,3.48943287037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",36508.3821776171,2016-03-16,2016-03-19,1.55
"487.YBUS",39532,13.6196875,"Middle Sacramento River",2016,"Yolo","Vemco","Chips",31528.3605143649,2016-03-16,2016-03-29,1.55
"488.YBUS",39536,3.30238425925926,"Tidal Delta",2016,"Yolo","Vemco","Chips",49473.6048197137,2016-03-16,2016-03-19,1.55
"489.YBUS",39537,5.92922453703704,"Tidal Delta",2016,"Yolo","Vemco","Chips",16319.2542422195,2016-03-16,2016-03-22,1.55
"49.MJ",5826,17.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",247364.457258386,2013-03-06,2013-03-23,-1.48
"49.YBUS",36504,9.15125,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",17231.7864428232,2016-02-21,2016-03-01,1.42
"490.YBUS",39538,3.32138888888889,"Tidal Delta",2016,"Yolo","Vemco","Chips",32681.4403544341,2016-03-16,2016-03-19,1.55
"491.YBUS",39539,3.33212962962963,"Tidal Delta",2016,"Yolo","Vemco","Chips",30733.2013933889,2016-03-16,2016-03-19,1.55
"492.YBUS",39541,3.82524305555556,"Tidal Delta",2016,"Yolo","Vemco","Chips",29003.4598241938,2016-03-16,2016-03-20,1.55
"493.YBUS",39544,4.89945601851852,"Tidal Delta",2016,"Yolo","Vemco","Chips",18968.7661544515,2016-03-16,2016-03-21,1.55
"494.YBUS",39545,17.3041435185185,"Tidal Delta",2016,"Yolo","Vemco","Chips",35514.4253643815,2016-03-16,2016-04-02,1.64
"495.YBUS",39546,4.4071412037037,"Tidal Delta",2016,"Yolo","Vemco","Chips",28193.6998621888,2016-03-16,2016-03-20,1.55
"496.YBUS",39547,8.87561342592593,"Tidal Delta",2016,"Yolo","Vemco","Chips",9174.69960947928,2016-03-16,2016-03-25,1.55
"497.YBUS",39548,2.62372685185185,"Middle Sacramento River",2016,"SacR","Vemco","Chips",16393.4360542955,2016-03-16,2016-03-18,1.55
"498.YBUS",39549,3.36862268518519,"Middle Sacramento River",2016,"SacR","Vemco","Chips",22436.0888219315,2016-03-16,2016-03-19,1.55
"499.YBUS",39550,2.28246527777778,"Middle Sacramento River",2016,"SacR","Vemco","Chips",22688.3540796378,2016-03-16,2016-03-18,1.55
"5.MJ",2059,10.7981018518519,"Tidal Delta",2012,"Yolo","Vemco","Chips",32745.303974112,2012-03-30,2012-04-11,-1.335
"5.YBUS",36347,5.57064814814815,"Middle Sacramento River",2016,"SacR","Vemco","Chips",17088.599443125,2016-02-21,2016-02-26,1.29
"50.MJ",5828,6.39583333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",298344.337644012,2013-03-06,2013-03-12,-1.48
"50.YBUS",36505,6.63439814814815,"Middle Sacramento River",2016,"SacR","Vemco","Chips",4535.39968232152,2016-02-21,2016-02-27,1.29
"500.YBUS",39551,7.45025462962963,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",17465.9727465993,2016-03-16,2016-03-23,1.55
"501.YBUS",39552,1.82576388888889,"Middle Sacramento River",2016,"SacR","Vemco","Chips",34904.7698334063,2016-03-16,2016-03-18,1.55
"502.YBUS",39553,3.72969907407407,"Tidal Delta",2016,"Yolo","Vemco","Chips",52044.362163181,2016-03-16,2016-03-20,1.55
"503.YBUS",39554,3.105625,"Tidal Delta",2016,"Yolo","Vemco","Chips",57377.2292026243,2016-03-16,2016-03-20,1.55
"504.YBUS",39555,4.16314814814815,"Tidal Delta",2016,"Yolo","Vemco","Chips",39865.4213258106,2016-03-16,2016-03-21,1.55
"505.YBUS",39557,2.70230324074074,"Tidal Delta",2016,"Yolo","Vemco","Chips",57728.3054882992,2016-03-16,2016-03-19,1.55
"506.YBUS",39558,3.74487268518519,"Tidal Delta",2016,"Yolo","Vemco","Chips",52927.9115300331,2016-03-16,2016-03-20,1.55
"507.YBUS",39559,3.00012731481481,"Tidal Delta",2016,"Yolo","Vemco","Chips",57663.6858447161,2016-03-16,2016-03-19,1.55
"508.YBUS",39560,6.1896412037037,"Tidal Delta",2016,"Yolo","Vemco","Chips",47650.7437288618,2016-03-16,2016-03-23,1.55
"509.YBUS",39561,3.75634259259259,"Tidal Delta",2016,"Yolo","Vemco","Chips",53296.6098840285,2016-03-16,2016-03-20,1.55
"51.MJ",5848,20.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",82182.478656714,2013-03-06,2013-03-27,-1.48
"51.YBUS",36506,18.0502083333333,"Middle Sacramento River",2016,"SacR","Vemco","Chips",10052.3306872634,2016-02-21,2016-03-10,1.42
"510.YBUS",39563,11.9387384259259,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",16436.8492352379,2016-03-16,2016-03-28,1.55
"511.YBUS",39565,5.16297453703704,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",25390.0076803978,2016-03-16,2016-03-22,1.55
"512.YBUS",39569,2.09774305555556,"Middle Sacramento River",2016,"SacR","Vemco","Chips",33116.4583814467,2016-03-16,2016-03-18,1.55
"513.YBUS",39570,2.13516203703704,"Middle Sacramento River",2016,"SacR","Vemco","Chips",32254.7412011698,2016-03-16,2016-03-19,1.55
"514.YBUS",39571,3.23311342592593,"Middle Sacramento River",2016,"SacR","Vemco","Chips",20994.7257405196,2016-03-16,2016-03-20,1.55
"515.YBUS",39574,3.92765046296296,"Middle Sacramento River",2016,"SacR","Vemco","Chips",52624.9706312929,2016-03-16,2016-03-19,1.55
"516.YBUS",39577,3.49171296296296,"Middle Sacramento River",2016,"SacR","Vemco","Chips",51582.5309750979,2016-03-16,2016-03-19,1.55
"517.YBUS",39578,3.94940972222222,"Middle Sacramento River",2016,"SacR","Vemco","Chips",35971.1628192924,2016-03-16,2016-03-19,1.55
"518.YBUS",39579,3.88633101851852,"Middle Sacramento River",2016,"SacR","Vemco","Chips",34240.8079636899,2016-03-15,2016-03-19,1.55
"519.YBUS",39580,3.71696759259259,"Tidal Delta",2016,"Yolo","Vemco","Chips",45895.5551230638,2016-03-16,2016-03-19,1.55
"52.MJ",5850,15.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",142832.068294205,2013-03-06,2013-03-21,-1.48
"52.YBUS",36515,7.13789351851852,"Middle Sacramento River",2016,"SacR","Vemco","Chips",14531.4206581646,2016-02-21,2016-02-28,1.29
"520.YBUS",39582,4.83782407407407,"Tidal Delta",2016,"Yolo","Vemco","Chips",31190.1715988315,2016-03-16,2016-03-21,1.55
"521.YBUS",39583,10.4062731481481,"Tidal Delta",2016,"Yolo","Vemco","Chips",22302.5304378156,2016-03-16,2016-03-26,1.55
"522.YBUS",39584,4.2744212962963,"Tidal Delta",2016,"Yolo","Vemco","Chips",50588.3563967756,2016-03-16,2016-03-20,1.55
"523.YBUS",39586,3.81387731481481,"Middle Sacramento River",2016,"SacR","Vemco","Chips",21733.5911819511,2016-03-16,2016-03-20,1.55
"524.YBUS",39588,1.849375,"Middle Sacramento River",2016,"SacR","Vemco","Chips",33134.8137066079,2016-03-16,2016-03-18,1.55
"525.YBUS",39589,1.79803240740741,"Middle Sacramento River",2016,"SacR","Vemco","Chips",32866.560172431,2016-03-16,2016-03-18,1.55
"526.YBUS",39590,2.34018518518519,"Middle Sacramento River",2016,"SacR","Vemco","Chips",22894.9858156367,2016-03-16,2016-03-18,1.55
"527.YBUS",39591,6.36914351851852,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",22729.9429085026,2016-03-16,2016-03-22,1.55
"528.YBUS",39592,3.86790509259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24662.055384827,2016-03-17,2016-03-21,1.55
"529.YBUS",39594,7.43479166666667,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",21405.4840422441,2016-03-17,2016-03-25,1.55
"53.MJ",5853,15.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",77415.9721413803,2013-03-06,2013-03-21,-1.48
"53.YBUS",36522,3.91736111111111,"Middle Sacramento River",2016,"SacR","Vemco","Chips",23628.3201814327,2016-03-11,2016-03-14,1.55
"530.YBUS",39595,4.45415509259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",21984.692704783,2016-03-17,2016-03-22,1.55
"531.YBUS",39597,13.9826273148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",20538.9103471774,2016-03-17,2016-03-31,1.55
"532.YBUS",39598,7.91103009259259,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",22184.9822108612,2016-03-17,2016-03-25,1.55
"533.YBUS",39599,5.32270833333333,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",22488.4725948627,2016-03-18,2016-03-24,1.55
"534.YBUS",39602,6.39679398148148,"Tidal Delta",2016,"Yolo","Vemco","Chips",33216.9421116106,2016-03-18,2016-03-24,1.55
"535.YBUS",39603,14.5775925925926,"Tidal Delta",2016,"Yolo","Vemco","Chips",12927.6103448891,2016-03-18,2016-04-01,1.64
"536.YBUS",39605,7.46396990740741,"Tidal Delta",2016,"Yolo","Vemco","Chips",32460.667504747,2016-03-18,2016-03-25,1.55
"537.YBUS",39606,4.78171296296296,"Tidal Delta",2016,"Yolo","Vemco","Chips",38409.4635045318,2016-03-18,2016-03-23,1.55
"538.YBUS",39607,3.43815972222222,"Tidal Delta",2016,"Yolo","Vemco","Chips",29922.7080410315,2016-03-18,2016-03-21,1.55
"539.YBUS",39610,3.40444444444444,"Middle Sacramento River",2016,"SacR","Vemco","Chips",28602.9004540978,2016-03-17,2016-03-21,1.55
"54.MJ",5854,18.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",335480.484382353,2013-03-06,2013-03-25,-1.48
"54.YBUS",36526,7.21824074074074,"Middle Sacramento River",2016,"SacR","Vemco","Chips",19089.5505540067,2016-02-21,2016-02-28,1.29
"540.YBUS",39612,3.41450231481481,"Middle Sacramento River",2016,"SacR","Vemco","Chips",31247.8046950434,2016-03-17,2016-03-21,1.55
"541.YBUS",39613,3.96983796296296,"Middle Sacramento River",2016,"SacR","Vemco","Chips",23834.087581779,2016-03-17,2016-03-21,1.55
"542.YBUS",39616,4.92321759259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",26005.0751522674,2016-03-17,2016-03-22,1.55
"543.YBUS",39617,5.38444444444444,"Tidal Delta",2016,"Yolo","Vemco","Chips",27749.2649703204,2016-03-18,2016-03-23,1.55
"544.YBUS",39618,3.82141203703704,"Tidal Delta",2016,"Yolo","Vemco","Chips",58444.5853550386,2016-03-18,2016-03-22,1.55
"545.YBUS",39619,3.87104166666667,"Tidal Delta",2016,"Yolo","Vemco","Chips",43422.7951934988,2016-03-18,2016-03-22,1.55
"546.YBUS",39621,4.35096064814815,"Tidal Delta",2016,"Yolo","Vemco","Chips",50949.5257302635,2016-03-18,2016-03-22,1.55
"547.YBUS",39622,3.31049768518519,"Tidal Delta",2016,"Yolo","Vemco","Chips",47285.6914431561,2016-03-18,2016-03-21,1.55
"548.YBUS",39623,6.47008101851852,"Tidal Delta",2016,"Yolo","Vemco","Chips",31689.483011526,2016-03-18,2016-03-24,1.55
"549.YBUS",39624,4.44797453703704,"Middle Sacramento River",2016,"SacR","Vemco","Chips",23424.5286959142,2016-03-18,2016-03-22,1.55
"55.MJ",5857,7.39583333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",177008.03752763,2013-03-06,2013-03-13,-1.48
"55.YBUS",36532,16.3716782407407,"Middle Sacramento River",2016,"SacR","Vemco","Chips",15816.7531474317,2016-02-21,2016-03-09,1.42
"550.YBUS",39625,2.81564814814815,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24797.4835767966,2016-03-18,2016-03-21,1.55
"551.YBUS",39627,2.40318287037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",13195.5177969799,2016-03-18,2016-03-20,1.55
"552.YBUS",39628,2.59037037037037,"Middle Sacramento River",2016,"SacR","Vemco","Chips",17907.0514163232,2016-03-18,2016-03-20,1.55
"553.YBUS",39629,1.89233796296296,"Middle Sacramento River",2016,"SacR","Vemco","Chips",30296.1815096413,2016-03-18,2016-03-20,1.55
"554.YBUS",39630,1.88543981481481,"Middle Sacramento River",2016,"SacR","Vemco","Chips",34836.4796489244,2016-03-18,2016-03-20,1.55
"555.YBUS",39631,5.97083333333333,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",23138.2813700752,2016-03-18,2016-03-24,1.55
"556.YBUS",39632,2.40400462962963,"Middle Sacramento River",2016,"SacR","Vemco","Chips",20436.5143020121,2016-03-18,2016-03-20,1.55
"557.YBUS",39633,1.94804398148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",30110.1151310414,2016-03-18,2016-03-20,1.55
"558.YBUS",39636,3.5684375,"Tidal Delta",2016,"Yolo","Vemco","Chips",35826.8454957892,2016-03-18,2016-03-22,1.55
"559.YBUS",39637,8.18090277777778,"Tidal Delta",2016,"Yolo","Vemco","Chips",32087.248912243,2016-03-18,2016-03-26,1.55
"56.MJ",5860,25.3958333333333,"Middle Sacramento River",2013,"SacR","Vemco","Chips",147396.504040166,2013-03-06,2013-03-31,-1.48
"56.YBUS",36534,9.25804398148148,"Middle Sacramento River",2016,"SacR","Vemco","Chips",16283.4179442526,2016-02-21,2016-03-01,1.42
"560.YBUS",39638,14.146412037037,"Tidal Delta",2016,"Yolo","Vemco","Chips",22281.3378070244,2016-03-18,2016-04-01,1.64
"561.YBUS",39642,8.63357638888889,"Tidal Delta",2016,"Yolo","Vemco","Chips",30652.6959088724,2016-03-18,2016-03-27,1.55
"562.YBUS",39643,2.59165509259259,"Middle Sacramento River",2016,"SacR","Vemco","Chips",24883.4259394521,2016-03-18,2016-03-21,1.55
"563.YBUS",39644,5.57359953703704,"Middle Sacramento River",2016,"SacR","Vemco","Chips",20580.3044707813,2016-03-18,2016-03-24,1.55
"564.YBUS",39645,5.49835648148148,"Middle Sacramento River",2016,"CenDel","Vemco","Chips",22216.0901816522,2016-03-18,2016-03-24,1.55
"565.YBUS",39646,2.59502314814815,"Middle Sacramento River",2016,"SacRSlough","Vemco","Chips",27197.8125894,2016-03-18,2016-03-21,1.55
"566.YBUS",39648,2.04164351851852,"Middle Sacramento River",2016,"SacR","Vemco","Chips",27851.423101873,2016-03-18,2016-03-20,1.55
"567.YBUS",39649,5.16924768518519,"Middle Sacramento River",2016,"SacR","Vemco","Chips",22356.4529143283,2016-03-18,2016-03-23,1.55
